order_date,product_id,rank,quantity
2026-06-01,02a3a897-585f-4aae-b88f-1b043e7b0c4c,A,2
2026-06-01,030b7b5d-20ca-42c4-a12b-7f459cc81a70,A,2
2026-06-01,04b8831c-2f1b-4365-a201-aa2a14379bba,A,1
2026-06-01,04e54b66-aaae-4cce-8ff5-e6184d5103c7,S,2
2026-06-01,05d7e346-27dd-4326-9d21-d7db5fec7c83,A,2
2026-06-01,05f95a4b-3285-4836-8345-cbdf81bc099b,A,8
2026-06-01,05f95a4b-3285-4836-8345-cbdf81bc099b,S,5
2026-06-01,0687b9e7-4102-4225-82d6-edcf0bd2d564,S,3
2026-06-01,0699f54a-4e1e-4a82-986f-8a88ef29c4e1,A,2
2026-06-01,08e6e7df-3e34-48e6-a13d-d5873ff616eb,A,2
2026-06-01,09fb3f41-63b8-4884-baf0-8d0edded1571,A,3
2026-06-01,0a2f8f60-efb1-490c-8370-1806071e421f,S,1
2026-06-01,0ad21990-cf2c-4794-a1c9-8d013effa61a,A,2
2026-06-01,0ad708c9-144b-4457-a6ab-573ea32f2ff5,A,1
2026-06-01,0b2e43cb-3dad-40fc-87cc-a2653e7c4742,S,4
2026-06-01,0b34b57a-db90-4a73-a3dd-9e8d393f7b83,B,1
2026-06-01,0cfc66c0-7c78-4978-b414-4c5d5b77368f,S,2
2026-06-01,0dfb44cb-27e9-4788-b02f-4376ec17c23c,A,1
2026-06-01,0e349905-61b4-4ed9-868d-3acad36d8cfe,B,1
2026-06-01,0ead537e-01e4-4d8c-8cb4-8c3fb2c3c48b,S,2
2026-06-01,0eb6e4c7-3e4b-49a7-b725-3c98de288e68,B,1
2026-06-01,0f45605d-bdba-493f-9d89-4d98bcdfef4d,S,2
2026-06-01,0f631b9b-cfbf-433b-a7fb-99289f2c6c2f,S,13
2026-06-01,0f6c6063-1e5a-498d-b30c-c4f3f01f5de4,A,1
2026-06-01,1068d554-cb2d-45d1-9a72-c914e746bd8f,S,2
2026-06-01,11ef5ba7-25d6-4331-860f-9a4d94ecf087,S,1
2026-06-01,1214f89c-768e-4689-a868-4f669fc61f3d,A,1
2026-06-01,1255ba0f-c2a2-4a6f-97eb-c961e172ad1c,A,1
2026-06-01,14a3c57b-6d88-43c7-916b-50c828b59b3e,A,1
2026-06-01,14bab376-efe3-4815-b28d-d541a634b39e,A,1
2026-06-01,15070158-2619-4a1a-a308-9412a84da6c6,A,3
2026-06-01,15070158-2619-4a1a-a308-9412a84da6c6,B,1
2026-06-01,15259d91-ed0f-4114-9b57-b3736bb20cae,A,1
2026-06-01,1596fcd0-2687-4277-9a47-b8d7920b4e09,S,5
2026-06-01,160a85a2-669a-4763-9931-2ca7f833c744,S,2
2026-06-01,16adc1f6-0ed6-4391-86f3-74d790c9d3e4,A,3
2026-06-01,16adc1f6-0ed6-4391-86f3-74d790c9d3e4,S,1
2026-06-01,16fae5e0-1a88-4b72-8f6b-f8ed2743d286,A,2
2026-06-01,16fae5e0-1a88-4b72-8f6b-f8ed2743d286,S,1
2026-06-01,1871795f-0bb9-4d25-b468-2d43f3690054,A,1
2026-06-01,18e045c4-d0a3-4471-9218-5a15c6084ac1,A,1
2026-06-01,195445c9-c0ae-465f-92ec-206b99cb0755,S,2
2026-06-01,1a2473eb-7b6e-4237-8fda-8245383194a3,A,2
2026-06-01,1a8297c3-69e9-4383-8035-8b5c93ec9fc4,A,1
2026-06-01,1aaf132f-2c06-458a-8e51-c9751bc98bce,A,1
2026-06-01,1c1a5e63-f373-48cd-aa83-a38d91dcfae3,A,5
2026-06-01,1d237fbd-9341-418b-b4de-7031557ac65a,S,1
2026-06-01,1d5138fd-a61c-41f1-894e-9bd402627715,S,2
2026-06-01,1f137639-4f7f-4ee0-b220-5ca926336414,B,1
2026-06-01,1fa8ceac-db9b-4a5a-842a-cee2527d5ae2,S,1
2026-06-01,2279b085-28d8-4ba9-9f72-3d203679e49f,S,2
2026-06-01,23af4676-e739-4acb-a30d-af68112a0938,S,1
2026-06-01,2414763e-db0c-492f-ad70-b899d892d05c,S,1
2026-06-01,2559c266-dac1-4af4-a9f0-ac0e19212310,A,2
2026-06-01,25a67f9a-3f90-49d0-833c-fb872f53963a,A,2
2026-06-01,260c0e8c-86c8-4877-a98d-9c42c6b731ab,A,1
2026-06-01,260c0e8c-86c8-4877-a98d-9c42c6b731ab,S,2
2026-06-01,2648a8ed-e77e-4a9e-a393-ce9e8ba3c80f,S,3
2026-06-01,27fb940b-c7f9-4b6d-8b01-2316cbfcefee,A,2
2026-06-01,287cc0d4-ab43-451c-9a45-6d28b12857a3,C,1
2026-06-01,294f9352-854b-4c78-82f9-856689b13d3c,B,1
2026-06-01,296b5b97-a3c6-46dd-9426-d84c264b2af9,S,1
2026-06-01,2974d4d1-9d09-4b3f-a921-9bf57c702ea8,S,11
2026-06-01,2a57a590-d41b-4f3a-98f3-f6d59f10b547,B,1
2026-06-01,2a57a590-d41b-4f3a-98f3-f6d59f10b547,C,1
2026-06-01,2b55b414-591d-429e-9ecb-32f9c73570f3,A,3
2026-06-01,2df22efc-a313-41eb-a061-951f986e6982,A,1
2026-06-01,2f515464-78ed-43ae-b4e1-e27e5024809a,A,3
2026-06-01,2f515464-78ed-43ae-b4e1-e27e5024809a,C,1
2026-06-01,2f5c3de1-8249-4b4b-ae93-a695dd818632,S,4
2026-06-01,2f6aeabc-5890-45c9-bb4a-d1d953d4cb4f,S,2
2026-06-01,30a24e5f-90ff-4f4f-95d4-92a2cedf7772,S,1
2026-06-01,3188b449-f8ee-47d6-89f7-aa2c94b96b47,S,4
2026-06-01,31f11145-0c83-4f01-a347-8ae8ee377389,S,2
2026-06-01,3285e7ed-a672-4eb0-bdff-d30543902d41,A,1
2026-06-01,33946a82-7176-4157-8212-d57af9365f99,A,2
2026-06-01,34077693-0ceb-42df-a81b-38b96053e8c3,S,2
2026-06-01,350798b5-457f-491d-9b52-c8c1dd8fa706,A,1
2026-06-01,35be6b60-a600-4f2e-b353-1b82c86fba3a,A,1
2026-06-01,37a92d0b-f51b-4c36-919d-fb124b53a9ec,S,1
2026-06-01,380b4f97-5c02-44ab-a707-98522489864c,A,1
2026-06-01,38b646bc-58dd-4e2f-9ce2-9d6bca65dca8,B,1
2026-06-01,39358caa-0199-4459-890b-99431b09be1c,S,10
2026-06-01,39c074cb-8922-4a55-8b30-09a3ac8ce0ed,A,1
2026-06-01,39faaaef-81be-4e0e-ad00-7bd067dbba80,S,2
2026-06-01,3a1770f6-2590-4d26-afc3-7e2ed862e3ca,S,1
2026-06-01,3a6cdeb0-560e-49ee-b8b0-0d659d893f8a,A,1
2026-06-01,3caaace6-dd4c-4345-9d56-e4f32e66c31d,A,1
2026-06-01,3ded24d3-0719-47c8-b192-4e8eb503e646,B,1
2026-06-01,3def56a1-2aa8-4c14-b05d-d5b180216993,S,1
2026-06-01,3e458514-e59e-4ac8-b428-60c3186c13c5,A,1
2026-06-01,3e86a8fb-a129-4339-9e09-e190dd9b57e0,A,4
2026-06-01,3e8c73cb-eba7-43ef-947d-9a0054c632b7,B,1
2026-06-01,3f19e538-fe2a-4df1-9322-91507a995f5d,C,1
2026-06-01,3f1e08c8-593b-4765-8505-532ee5fc90dc,S,4
2026-06-01,42011050-9d5e-4219-a105-c3d7878a484e,A,6
2026-06-01,42011050-9d5e-4219-a105-c3d7878a484e,S,6
2026-06-01,442c44c2-bbb8-48b2-8e78-cba551405c41,A,1
2026-06-01,4535823b-bec3-4921-a0f8-ab3af2de2817,A,3
2026-06-01,454d963c-1aa9-4d54-97e9-c2f2a6ee0ca2,S,1
2026-06-01,45b57e4d-0a81-4ad2-9b84-3dc56f95908f,S,2
2026-06-01,468414e7-f7ea-4b8d-95cb-093164a443ce,A,2
2026-06-01,46dfe863-e23c-419d-8084-8ea27d911f37,S,1
2026-06-01,470606ba-818c-4ecb-8786-009cd8f527bb,A,4
2026-06-01,48192551-a08f-4af9-8eab-1f355ad4a0de,A,4
2026-06-01,48192551-a08f-4af9-8eab-1f355ad4a0de,S,3
2026-06-01,4833b69f-84ae-427c-be99-6f0a658d0f61,S,2
2026-06-01,4aa9b99a-4560-480f-af08-64082382c3bc,A,2
2026-06-01,4af3b8d5-8639-40ae-9e36-cc6e9a21c37a,S,8
2026-06-01,4b569bd2-ff4e-4819-a87d-b918a9f92848,A,1
2026-06-01,4b696af8-f6b9-45f6-bc33-69793fa56829,A,4
